Name,Discord,Playing Launch,Playing Beta,UBG Discord,AE Discord,UBG Guilded,AE Discord,Guild,Notes,Discord Id
 Sosanota,Sosanota#0001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,234477419413635072
 Ayira Layne,L3thalAng3l#2602,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,264219267329687555
 Auralla,[SMEX] Dave#3670,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,222409350931677185
 Albinoelf,Albinoelf#0498,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,152624449613594625
 Shicken,Swa#8556,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,161667014807519232
 Tetsu,Tetsu#9925,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,216058510050328578
 Pachnoc,Pachnoc#9841,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,128925365069545472
 Stamosis,Stamosis#7473,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,425831383387340821
 Khorde,Akumaka#8650,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,94052441791660032
 Drast,Drast#1575,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,141740112701554688
 Rumdog,Ry0#6187,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,511154731461115904
Apeqx,Apeqx#4238,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,125860706477277185
 Viviana,NarKeLioN#6156,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,151035012039442442
 Babbaganoush,Babbaganoush#5352,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,526066431792513049
 Ragnarz,[BTG]HorizonsEdge(Ragnarz)#0817,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,121749076734771202
 BacobTheGing,BacobTheGing#8177,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,224372512912310272
 mauiiwowie,mauiiwowie#7420,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,212983425970208768
 XenZei,XenZei#0767,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,872913562086047844
ConeGuy,Connor#7780,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,140985104800415744
 Chaos,Chaos#9165,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,306784151661445131
 Patrik,Patrik#8081,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,215597370241449984
 The Heathen,WoundedOutlaw#2736,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,111660080914550784
 Clivus Multrum,Wes#5464,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,375808257983381515
 Dperk,DPerk#2421,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,138095802487799818
 MJOLNIR,MJOLNIR#7348,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,124551776929185792
 King,kaboom#5877,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,513850332422602814
 YamiTenshi/DarkAngel,DarkAngel/YamiTenshi#9151,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,287286706447712256
 Saki,sakiayres#8493,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,123220568232165377
 winterlast,winterlast#0524,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,588530950565265418
 skrillabillz,skrillabillz#0852,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,160595160638554112
 JackCB,JackCB#9787,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,457353703306035200
 Mrs Bungle,Bill Hicks#1970,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,728021681385242688
 Crewt,Crewt/Tiny#2658,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,141351304478851072
 Geralt,Overwrought#2323,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,240137983087345665
 Sensky,MrFahrenheitt#2155,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,229381059836510209
 Pirion,Pirion#0749,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,180808078634123264
 Swaggarnaut,Swaggarnaut#5992,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,435874538362765315
 Atremi,Atremi#6986,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,147254655804506112
 After,After#2312,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,139649078622552064
 Popaz,Popaz#8624,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,230839712489668618
 Instructor Gojo,Eninja8#2867,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,150374136386945024
 Xibbion,Xibbion#5748,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,267731653332303873
 gotahell,gotahell#3244,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,213399233917747201
 Chris,Chris#0932,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,267100221782097920
 SteelJoker,SteelJoker#1680,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,775888746520117268
 Treefrog,Treefrog#9030,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,142793615494742016
 Whoknew,whokn3w#2582,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,118431722965696512
 Serese,Serese#2301,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,172177541019336705
 Yennifer,Pippin O'Flynn#3360,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,212911895445766144
 Choob,Choob#2493,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,163468300674662400
 Thondar,Thondar#9165,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,174021353454698496
 Dubbstomp,DubbStomp#6940,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,123138696328380417
 Aguapispi,Pispita#2470,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,228169784867422208
 Metal,Metal#5231,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,264218924030099468
 Jizzle,Jizzle#1862,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,202223449270124546
 CrimsonCulling,CrimsonCulling#2018,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,219896668924018689
 Lazycat,Lazycat#3629,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,291472917349531649
 lyeman-Nirtom,Iyeman-Nirtom#8396,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,151673867956387841
 Grim1337,Grim1337#6104,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,374968614488637460
 Scoob,ScoobTV#6958,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,181276926566989824
 Raen Eruvanid,RaenofGod#7251,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,97444950735605760
 wind,wind#5555,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,186880475606810624
 Xdega,Xdega#2238,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,136250770344509440
 Kilketay,Kilketay#5986,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,95155510067601408
 Lelani,Lelani#1006,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,536247414978248744
 Mookey,Mookey#2492,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,173892001979170816
 Kamas,Kamas#0727,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,138688435736018944
 Geode,Geode#1929,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,217434535380516864
 Lifeless,Lifeless#8235,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,285616764727853057
 Loaf,easy bake oven#5304,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,339509139749208065
 ZMaNFaRLee,ZMaNFaRLee#3850,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,145675073557102592
 GreeneStrugg,! Greene_StrugglesTTV#9504,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,399753591335813120
 Jester,Jester#9791,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,472262562407251989
 Malocor,Malocor#0631,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,209092905837527041
 Powermoves,Soman#4039,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,110564103155662848
 HonyGlat,HonyGlat#5772,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,164651325722853376
 KarMa,KarMa#8780,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,166599043076587520
 Jon,Jon#3594,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,162698178838134784
 Virtual Mafia,VirtualMafia#7640,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,462033693553459201
 Falar,Falaron#4867,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,247419207694680066
 DEEMYZE,DEEMYZE#8954,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,240190866608750593
 Tatanka,NoGuano#1589,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,189204869100339200
 refining,refining#2456,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,274701541716262913
 Wildy,Wildy#9290,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,195636474492747776
 Vernzzy,vernzzy#9831,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,150383750063194112
 Uzial,Uzial#1357,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,87714411740946432
 Nalianth,Nalianth#6894,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,275820214686449664
 Countersnip3r,Countersnip3r#9909,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,139852346791428096
 Itspaperspoon,mike#8233,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,207134587795668993
 Dub,Dub#0001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,296688972837683201
 Lecutis,Lecutis#0037,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,131889792030998529
 Invisible,Invis#7475,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,169359557611487232
 Zera,zera#0002,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,122427181363232770
 Xoc,SeaOhEx (Cox)#3360,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,281191309258260483
 Chiliwhili,Chiliwhili#2422,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,223261261775765504
 Takeshima,Takeshima#8643,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,112768621456916480
 Prexus Centauri,Frankie#0373,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,490949165120094218
 Raistall,FV#1923,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,101028275278594048
 ltxjoker,ltxjoker#9445,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,512011937685700618
 Zencep,Zencep#0001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,468197798924386304
 Cellulite,Cellulite#9800,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,215326269997318144
 Valko,Valko#3744,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,444059230773968896
 Nitro,NitroKoS#5263,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,124681902115258368
 Sym,Symmetric#6152,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,270330295759142912
 Zetetic,Zetetic#8106,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,9.55834E+16
 MyHaven,MyHaven#0001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,94957143551119360
 Nostradankus,Famished Paladin#4642,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,331147158000500736
 beary,beary#9128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,277202018874032129
 Razihell,Razihell#8950,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,326487866072891393
 Mez,Mez#4812,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,210077029452742656
 Nightshine,Nightshine#9745,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,181063690878058496
 Samurai Jack,Samurai Jack#1866,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,543903898432307230
 coREEE,coREEE#3395,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,319271447048617985
 Neji,Godlike#2989,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,298113222118998019
 Trynly,Trynly#2929,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,334886473516187649
 Kaiserqt,Kaiser#3433,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,140967917561970688
 Hithos Meraki,Hithos Meraki#1794,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,742217639450902618
 Seansei,seansei#2103,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,181924309051244544
 Goggles,Goggles#2452,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,127880063784845312
 Bigroclone,Bigroclone#3405,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,404355832105533440
 Sobe,Sobe#8672,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,125448930358984704
 Dokubara,Dukesma#7398,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,160107213149569025
 Karnigan,Nohorns#2161,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,216368116324761611
 Pajamas,WearsPajamas#3750,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,714943926515269722
 Vaishant,Airaken#6474,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,137056668407169024
 ChubRubz,Chubrubz#4964,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,810985206190178365
 Mythikal/Ozz,Mythickal/Oz#6257,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,2.65296E+17
 Dealer6/Frank,Dealer 6#3966,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,286557804452511745
 Sohlys,Sohlys#1961,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,142049607663353856
 Thren Felhorn,Tartheno Tobla'kai#1140,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,322182443069210625
 Slaydinone,slaydin#9776,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,289569427534643202
 turkish,turkish#2346,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,326521405254664192
 Dureniox,Dureniox#7883,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,395009826058665984
 Reminiscence,ЯeReminiscence#4321,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,105535003793879040
 ZEUTH (Doctor Dankmeme),MASTERZEUTH#1691,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,143224988961472512
 Topher Sanburne,Topher  Christian#6573,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,265255614601625600
 Voozoo,voozoo#4782,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,376862721804861441
 Aethis,AstralDeva#5644,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,158784304040640513
 Poh,Poh#8437,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,104782353708163072
 Hiperion,Hiperion ♛#3645,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,203203644345155584
 karadee,Kara Dee#0001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,334383801155452930
 Syzygy,Syzygy#4929,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,165288672810369024
 Rackham00,Rackham#8755,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,249337829463687168
 Kanien,Kanien#5675,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,527613633954447361
 Toughroclone,Toughroclone#1098,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,342839616459505684
 Maluco,cavallari#6123,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,566104472372117510
 ElucidEmber,ElucidEmber#5142,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,100027713418461184
 Sidura,Sidura#0942,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,234887022353973249
 Kirium,Kirium#2614,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,170672679379140608
 Kev Brahh,Kev brahh#9400,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,267914593869758464
 Slugg,SLUGG#1461,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,209976900318134272
 WiillTheFish,WillTheFish#8691,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,283336156588802048
 SickVe,SickVe#2156,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,210506411531042817
 SayWoop,saywoop#5568,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,402193292151881728
 BlodThrstyVkng,𝓑𝓵𝓸𝓭𝓣𝓱𝓻𝓼𝓽𝔂𝓥𝓴𝓲𝓷𝓰#2365,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,479851166893604867
[PAX ] Tyshalle,Tyshalle#4084,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,90666704429907968
 GoodMoodDude,GoodMoodDude#8359,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,739585049615138888
 Ghalone,ghal relocate#7520,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,129791852449759232
 SchwiftySide,SchwiftySide#1029,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,198173738867490826
 Pepper,PepperJC#2465,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,170861959766474752
 Bigiss,Bigiss#4945,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,152624991953747968
 Reimroc,Reimroc#1080,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,164499467284905984
 Fairuza,Fairuza#9832,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,364231063456972800
[ PAX] Potlimitotter,Potlimitotter#9234,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,364169268335476746
 Edible Ham,Deathham#7551,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,121419434127523841
 Wreckage,Wreckage#9346,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,354327828583546891
 Zlade/Zanon,McPherson#8210,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,158715809772863488
 KingOfTheLeft LordDankness,ImNotHere#2824,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,190553026757394432
 Sharok,lordsharok#3128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,93390393256710144
 Zagloba,pierogis#5103,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,468185076752973835
 Kali,Garrett#3395,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,165947993546031105
 SneakyShootr,SneakyShootr#8012,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,179435454045618176
 1800GetSome,1-800-GET-SOME#1337,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,381893054799544330
 Swiftar,Swiftar#9054,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,117496050041749508
 Ragewind,Ragewind#5348,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,282697195038179328
 Plurie,Plurie#6969,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,174718553251905537
 Jasc/Avahri,Jasc#5221,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,163319106357952513
 Hyper,Hyper#6730,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,97131793534177280
 Raize,Raize[US]#1946,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,198885872890806272
 twomad,Bew#0001,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,238860730936459264
 Striker,Striker#3256,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,102950869229658112
 Sowexy,Sowexy#8196,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,157335084402343936
 MaximuzMeridius,[M*E*K] Maximus#3493,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,252124734479663106
 Appropro(Michael),MicHaeL#5011,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,137023336549974016
 Runout,Runout#0942,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,524651497674244097
 Nuko Miko,Nuko Miko#4021,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,124474995702235136
 Pointblank,Pointblank#8288,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,150044104686960640
 Game,GameTheif#4128,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,159226369207828480
 Rabbi,Nait#9688,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,164904814906441728
 Eggalt,Jackal#0420,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,168201121116979201
 Stefy,Steffy#2793,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,170027746813018114
PhabaTest,PhabaTest#1248,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,731697025145372712
 Firetrucksonfire,Firetrucksonfire#7671,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,197212674520645633
 DatRascal,DatRascal#2030,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,168936631716413440
 PK,PK#2537,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,123657952325402625
 Protege,Protege#5022,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,555568271987048448
 Badwolf,Badwolf#4920,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,172558622998528002
 Skarcrowz,Skarcrowz#0737,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,176160749779943425
 NomadToaster,NomadToaster#5346,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,144667835975729153
 Wasddsaw,wasddsaw#7133,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,608548099052535808
 Fitzand,Dendrik#4743,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,323076403606061056
 WhosDadIsThis,WhosDadIsThis#8441,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,188073227011096576
 Voyvoda,Voyvoda#9215,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,137726506137944064
 Mamba,Mamba#4978,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,125040477723426817
 Harlot,ƧΛᄂVΛDӨЯ DΛᄂI#4849,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,277873330890211329
 Shadron,Shadron#6349,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,PAX,,398646571492966400
